filename,goodforairplane,BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
The_Dark_Knight,0,$533.3M,9-Dec-08,Warner Bros. Pictures,http://thedarkknight.warnerbros.com/,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",Won 2 Oscars. Another 137 wins & 106 nominations.,"USA, UK",Christopher Nolan,"Action, Crime, Drama",tt0468569,9,"1,415,902","English, Mandarin",82,"Batman raises the stakes in his war on crime. With the help of Lieutenant Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the city streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as The Joker.",http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,PG-13,18-Jul-08,152 min,The Dark Knight,"Dark, complex and unforgettable, The Dark Knight succeeds not just as an entertaining comic book film, but as a richly thrilling crime saga.",296,certified,94,8.6,315,19,94,4.4,1816099,movie,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2008
The_Fault_in_Our_Stars,0,$124.9M,16-Sep-14,20th Century Fox,http://www.facebook.com/faultinourstarsmovie,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",18 wins & 11 nominations.,USA,Josh Boone,"Drama, Romance",tt2582846,8,"186,646",English,69,"Hazel and Augustus are two teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them on a journey. Their relationship is all the more miraculous, given that Hazel's other constant companion is an oxygen tank, Gus jokes about his prosthetic leg, and they meet and fall in love at a cancer support group.",http://ia.media-imdb.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg,PG-13,6-Jun-14,126 min,The Fault in Our Stars,"Wise, funny, and heartbreaking without resorting to exploitation, The Fault In Our Stars does right by its bestselling source material.",158,certified,81,6.9,196,38,86,4.2,105243,movie,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), John Green (book)",2014
The_Great_Gatsby,0,$144.8M,27-Aug-13,Warner Bros. Pictures,http://thegreatgatsby.warnerbros.com/,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley",Won 2 Oscars. Another 43 wins & 63 nominations.,"Australia, USA",Baz Luhrmann,"Drama, Romance",tt1343092,7.3,"309,540",English,55,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",http://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,PG-13,10-May-13,143 min,The Great Gatsby,While certainly ambitious -- and every bit as visually dazzling as one might expect -- Baz Luhrmann's The Great Gatsby emphasizes visual splendor at the expense of its source material's vibrant heart.,124,rotten,48,5.8,257,133,68,3.7,206461,movie,"Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)",2013
The_Hobbit__The_Desolation_of_Smaug,1,$258.4M,8-Apr-14,Warner Bros.,http://www.thehobbit.com/index.html,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 3 Oscars. Another 15 wins & 74 nominations.,"USA, New Zealand",Peter Jackson,"Adventure, Fantasy",tt1170358,8,"407,097",English,66,"After successfully crossing over (and under) the Misty Mountains, Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard. If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves. The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug. And, where has Gandalf got off to? And what is his secret business to the south?",http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,PG-13,13-Dec-13,161 min,The Hobbit: The Desolation of Smaug,"While still slightly hamstrung by 'middle chapter' narrative problems and its formidable length, The Desolation of Smaug represents a more confident, exciting second chapter for the Hobbit series.",160,certified,74,6.8,216,56,86,4.1,257341,movie,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2013
The_Hunger_Games,1,$408.0M,18-Aug-12,Lionsgate,http://thehungergamesmovie.com,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Nominated for 1 Golden Globe. Another 32 wins & 40 nominations.,USA,Gary Ross,"Adventure, Sci-Fi",tt1392170,7.3,"609,997",English,67,"In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.",http://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,PG-13,23-Mar-12,142 min,The Hunger Games,"Thrilling and superbly acted, The Hunger Games captures the dramatic violence, raw emotion, and ambitious scope of its source novel.",232,certified,84,7.2,276,44,81,4.1,896744,movie,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",2012
The_Hunger_Games__Catching_Fire,0,$424.6M,7-Mar-14,Lionsgate Films,http://www.thehungergamesexplorer.com/us/,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",Nominated for 1 Golden Globe. Another 24 wins & 52 nominations.,USA,Francis Lawrence,"Adventure, Sci-Fi",tt1951264,7.7,"417,269",English,75,"Six months after winning the 74th Hunger Games, Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victor's Tour, wherein they visit all the districts, but before leaving, Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta. With both Katniss and Peeta declared the winners, it is fueling a possible uprising. He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger.",http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,PG-13,22-Nov-13,146 min,The Hunger Games: Catching Fire,"Smart, smoothly directed, and enriched with a deeper exploration of the franchise's thought-provoking themes, Catching Fire proves a thoroughly compelling second installment in the Hunger Games series.",220,certified,89,7.5,247,27,90,4.3,418928,movie,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",2013
The_Imitation_Game,1,$91.1M,31-Mar-15,The Weinstein Company,http://theimitationgamemovie.com/,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear",Won 1 Oscar. Another 51 wins & 118 nominations.,"UK, USA",Morten Tyldum,"Biography, Drama, Thriller",tt2084970,8.1,"254,249","English, German",73,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",http://ia.media-imdb.com/images/M/MV5BNDkwNTEyMzkzNl5BMl5BanBnXkFtZTgwNTAwNzk3MjE@._V1_SX300.jpg,PG-13,25-Dec-14,114 min,The Imitation Game,"With an outstanding starring performance from Benedict Cumberbatch illuminating its fact-based story, The Imitation Game serves as an eminently well-made entry in the 'prestige biopic' genre.",203,certified,89,7.7,228,25,92,4.3,93065,movie,"Graham Moore, Andrew Hodges (book)",2014
The_Judge,0,$47.1M,27-Jan-15,Warner Bros. Pictures,http://thejudgemovie.com,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",Nominated for 1 Oscar. Another 4 wins & 6 nominations.,USA,David Dobkin,Drama,tt1872194,7.5,"93,969",English,48,"Hank Palmer is a successful defense attorney in Chicago, who is getting a divorce. When His brother calls with the news that their mother has died, Hank returns to his childhood home to attend the funeral. Despite the brittle bond between Hank and the Judge, Hank must come to his father's aid and defend him in court. Here, Hank discovers the truth behind the case, which binds together the dysfunctional family and reveals the struggles and secrecy of the family.",http://ia.media-imdb.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,R,10-Oct-14,141 min,The Judge,"Solidly cast and beautifully filmed but thoroughly cliched, The Judge seems destined to preside over a large jurisdiction of the basic cable afternoon-viewing circuit.",84,rotten,47,5.6,178,94,73,3.8,45130,movie,"Nick Schenk (screenplay), Bill Dubuque (screenplay), David Dobkin (story), Nick Schenk (story)",2014
The_Last_Days_on_Mars,0,$23.8k,4-Mar-14,Magnolia Pictures,http://www.magnetreleasing.com/thelastdaysonmars,"Liev Schreiber, Elias Koteas, Romola Garai, Olivia Williams",3 nominations.,"UK, Ireland",Ruairi Robinson,"Horror, Sci-Fi, Thriller",tt1709143,5.5,"24,289",English,46,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery - fossilized evidence of bacterial life. Unwilling to let the relief crew claims all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",http://ia.media-imdb.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_SX300.jpg,R,19-Sep-13,98 min,The Last Days on Mars,"Neither intelligent enough to work as thought-provoking sci-fi nor trashy enough to provide B-movie thrills, The Last Days on Mars proves as cinematically barren as the titular planet.",11,rotten,20,4.8,55,44,25,2.6,9901,movie,"Sydney J. Bounds (short story), Clive Dawson (screenplay)",2013
The_Lizzie_McGuire_Movie,1,$42.7M,12-Aug-03,Walt Disney Pictures,http://disney.go.com/disneypictures/lizzie/index.html?CMP=IL16072,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",2 wins & 3 nominations.,USA,Jim Fall,"Adventure, Comedy, Family",tt0306841,5.3,"23,456","English, Italian",56,"Teen queen Lizzie McGuire grows up a bit and hits the big screen in this comedy drama, based on the popular Disney Network series. Lizzie McGuire and her best friends Kate, Gordo, and Ethan have just graduated from middle school, and to celebrate, they're taking part in a class trip to Rome, Italy. Eager to celebrate their new maturity as high school students, Lizzie and her pals hope to live it up in one of Europe's most fabled cities, but fate has something more spectacular in store for Lizzie. Lizzie discovers that she bears a striking resemblance to Isabella, an Italian teen-pop idol famous for her duets with heart-throb Paolo -- so much so that when Paolo and Isabella have a falling out, he asks Lizzie to take Isabella's place for an upcoming concert. Lizzie, however, isn't sure she feels comfortable stepping into the spotlight, and is even less sure about the way she feels about Paolo, who makes no secret of his infatuation with her. Things don't get any simpler for Lizzie when her family gets wind of her newfound fame, and catch the next flight to Italy.",http://ia.media-imdb.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg,PG,2-May-03,94 min,The Lizzie McGuire Movie,Harmless piece of fluff that ought to satisfy fans of the TV show.,39,rotten,40,5.4,97,58,49,2.7,392935,movie,"Susan Estelle Jansen, Ed Decter, John J. Strauss, Terri Minsky (characters)",2003
The_Matrix,1,N/A,21-Sep-99,Warner Bros. Pictures,http://www.whatisthematrix.com,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",Won 4 Oscars. Another 34 wins & 39 nominations.,"USA, Australia","Andy Wachowski, Lana Wachowski","Action, Sci-Fi",tt0133093,8.7,"1,023,621",English,73,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. Morpheus awakens Neo to the real world, a ravaged wasteland where most of humanity have been captured by a race of machines that live off of the humans' body heat and electrochemical energy and who imprison their minds within an artificial reality known as the Matrix. As a rebel against the machines, Neo must return to the Matrix and confront the agents: super-powerful computer programs devoted to snuffing out Neo and the entire human rebellion.",http://ia.media-imdb.com/images/M/MV5BMTkxNDYxOTA4M15BMl5BanBnXkFtZTgwNTk0NzQxMTE@._V1_SX300.jpg,R,31-Mar-99,136 min,The Matrix,"Thanks to the Wachowskis' imaginative vision, The Matrix is a smartly crafted combination of spectacular action and groundbreaking special effects.",121,certified,87,7.6,139,18,85,3.6,33317892,movie,"Andy Wachowski, Lana Wachowski",1999
The_Maze_Runner,1,$102.4M,16-Dec-14,20th Century Fox,http://themazerunnermovie.com/,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",3 wins & 5 nominations.,USA,Wes Ball,"Action, Mystery, Sci-Fi",tt1790864,6.9,"205,234",English,56,"Thomas wakes up in an elevator, remembering nothing but his own name. He emerges into a world of about 60 teen boys who have learned to survive in a completely enclosed environment, subsisting on their own agriculture and supplies. A new boy arrives every 30 days. The original group has been in &quot;The Glade&quot; for three years, trying to find a way to escape through the Maze that surrounds their living space. They have begun to give up hope. Then a comatose girl arrives with a strange note, and their world begins to change. There are some great, fast-paced action scenes, particularly those involving the nightmarish Grievers who plague the boys.",http://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,PG-13,19-Sep-14,113 min,The Maze Runner,"With strong acting, a solid premise, and a refreshingly dark approach to its dystopian setting, The Maze Runner stands out from the crowded field of YA sci-fi adventures.",92,fresh,63,5.9,145,53,69,3.7,87871,movie,"Noah Oppenheim (screenplay), Grant Pierce Myers (screenplay), T.S. Nowlin (screenplay), James Dashner (novel)",2014
The_Normal_Heart,1,N/A,26-Aug-14,HBO Films,http://www.thenormalheart.hbo.com/,"Mark Ruffalo, Jonathan Groff, Frank De Julio, William DeMeritt",Won 1 Golden Globe. Another 20 wins & 48 nominations.,USA,Ryan Murphy,Drama,tt1684226,8,"19,492",English,N/A,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",http://ia.media-imdb.com/images/M/MV5BMTcyODYyOTk3M15BMl5BanBnXkFtZTgwNDkwNjc3MTE@._V1_SX300.jpg,TV-MA,25-May-14,132 min,The Normal Heart,"Thanks to Emmy-worthy performances from a reputable cast, The Normal Heart is not only a powerful, heartbreaking drama, but also a vital document of events leading up to and through the early AIDS crisis.",45,certified,94,7.7,48,3,87,4.2,5698,movie,"Larry Kramer (screenplay), Larry Kramer (play)",2014
The_Parent_Trap,0,N/A,16-Mar-99,Walt Disney Productions,N/A,"Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix",2 wins & 7 nominations.,USA,Nancy Meyers,"Adventure, Comedy, Drama",tt0120783,6.4,"72,442","English, French",64,"Hallie Parker and Annie James. They look exactly alike and are sisters. It would be awesome for you to be a twin, but what is it like being a twin without even knowing it? That's what it's like for these girls. Hallie is a cool, laid-back gal from California. Annie James is a proper rose from London. Annie has never met her father, and Hallie has never met her mother. When they get thrown into the Isolation Cabin, they uncover the mystery behind the ripped picture. They realize that they are twin sisters seperated at birth by their divorced parents, and they decide to switch places to meet the parent that they've never met. They also decide to get them back together. But then something awful happens that will wreck everything: their father is engaged to a beautiful, selfish witch who's only after their dad's money.",http://ia.media-imdb.com/images/M/MV5BMTgwOTY0NTA3NV5BMl5BanBnXkFtZTcwMTQ2ODgyMQ@@._V1_SX300.jpg,PG,29-Jul-98,127 min,The Parent Trap,"Writer-director Nancy Meyers takes the winning formula of the 1961 original and gives it an amiable modern spin, while young star Lindsay Lohan shines in her breakout role.",43,certified,86,6.8,50,7,69,3.1,529294,movie,"Erich Kastner (book), David Swift (screenplay), Nancy Meyers (screenplay), Charles Shyer (screenplay)",1998
The_Phantom_Tollbooth,1,N/A,N/A,Warner Home Video,N/A,"Butch Patrick, Mel Blanc, Daws Butler, Candy Candido",N/A,USA,"Chuck Jones, Abe Levitow, Dave Monahan","Family, Adventure, Animation",tt0064806,7,"1,983",English,N/A,"Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.",http://ia.media-imdb.com/images/M/MV5BMTA4NjE2NTQ0MDZeQTJeQWpwZ15BbWU3MDE2NjY4MTE@._V1_SX300.jpg,G,1-Dec-72,90 min,The Phantom Tollbooth,N/A,8,fresh,100,7.2,8,0,N/A,3.8,3483,movie,"Chuck Jones (screenplay), Sam Rosen (screenplay), Norton Juster (based on the book by)",1970
The_Reader,1,$34.1M,14-Apr-09,The Weinstein Co./MGM,http://www.thereader-movie.com/,"Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet",Won 1 Oscar. Another 24 wins & 43 nominations.,"USA, Germany",Stephen Daldry,"Drama, Romance",tt0976051,7.6,"170,748","English, German, Greek, Latin",58,"THE READER opens in post-war Germany when teenager Michael Berg becomes ill and is helped home by Hanna, a stranger twice his age. Michael recovers from scarlet fever and seeks out Hanna to thank her. The two are quickly drawn into a passionate but secretive affair. Michael discovers that Hanna loves being read to and their physical relationship deepens. Hanna is enthralled as Michael reads to her from &quot;The Odyssey,&quot; &quot;Huck Finn&quot; and &quot;The Lady with the Little Dog.&quot; Despite their intense bond, Hanna mysteriously disappears one day and Michael is left confused and heartbroken. Eight years later, while Michael is a law student observing the Nazi war crime trials, he is stunned to find Hanna back in his life - this time as a defendant in the courtroom. As Hanna's past is revealed, Michael uncovers a deep secret that will impact both of their lives. THE READER is a story about truth and reconciliation, about how one generation comes to terms with the crimes of another.",http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,R,30-Jan-09,124 min,The Reader,"Despite Kate Winslet's superb portrayal, The Reader suggests an emotionally distant, Oscar-baiting historical drama.",118,fresh,61,6.4,192,74,79,3.7,205858,movie,"David Hare (screenplay), Bernhard Schlink (book)",2008
The_Reluctant_Dragon,0,N/A,12-May-09,N/A,N/A,"Robert Benchley, Frances Gifford, Buddy Pepper, Nana Bryant",N/A,USA,"Alfred L. Werker, Hamilton Luske, Jack Cutting, Ub Iwerks, Jack Kinney","Animation, Comedy, Family",tt0034091,7,"1,274",English,N/A,"Humorist Robert Benchley attempts to find Walt Disney to ask him to adapt a short story about a gentle dragon who would rather recite poetry than be ferocious. Along the way, he is given a tour of Walt Disney Studios, and learns about the animation process.",http://ia.media-imdb.com/images/M/MV5BMTczODQ1ODU5NF5BMl5BanBnXkFtZTgwNzM3MjkwMzE@._V1_SX300.jpg,APPROVED,20-Jun-41,74 min,The Reluctant Dragon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,3.7,1184,movie,"Kenneth Grahame (based on the story by), Ted Sears (screenplay), Al Perkins (screenplay), Larry Clemmons (screenplay), William Cottrell (screenplay), Harry Clork (screenplay), Erdman Penner (story), T. Hee (story), Joe Grant (story), Dick Huemer (story), John P. Miller (story)",1941
The_Theory_of_Everything,1,$35.9M,17-Feb-15,Focus Features,http://www.focusfeatures.com/the_theory_of_everything,"Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",Won 1 Oscar. Another 24 wins & 94 nominations.,UK,James Marsh,"Biography, Drama, Romance",tt2980516,7.8,"159,153","English, French, Latin",72,"The Theory of Everything is the story of the most brilliant and celebrated physicist of our time, Stephen Hawking, and Jane Wilde the arts student he fell in love with whilst studying at Cambridge in the 1960s. Little was expected from Stephen Hawking, a bright but shiftless student of cosmology, given just two years to live following the diagnosis of a fatal illness at 21 years of age. He became galvanized, however, by the love of fellow Cambridge student, Jane Wilde, and he went on to be called the successor to Einstein, as well as a husband and father to their three children. Over the course of their marriage as Stephen's body collapsed and his academic renown soared, fault lines were exposed that tested the lineaments of their relationship and dramatically altered the course of both of their lives.",http://ia.media-imdb.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_SX300.jpg,PG-13,26-Nov-14,123 min,The Theory of Everything,"Part biopic, part love story, The Theory of Everything rises on James Marsh's polished direction and the strength of its two leads.",175,certified,79,7.3,221,46,84,4,69786,movie,"Anthony McCarten (screenplay), Jane Hawking (book)",2014
This_Is_Where_I_Leave_You,1,$34.3M,16-Dec-14,Warner Bros. Pictures,http://www.thisiswhereileaveyou.com,"Jason Bateman, Tina Fey, Jane Fonda, Adam Driver",1 nomination.,USA,Shawn Levy,"Comedy, Drama",tt1371150,6.6,"33,786",English,44,"When their father passes away, four grown siblings, bruised and banged up by their respective adult lives, are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens. Confronting their history and the frayed states of their relationships among the people who know and love them best, they ultimately reconnect in hysterical and emotionally affecting ways amid the chaos, humor, heartache and redemption that only families can provide-driving us insane even as they remind us of our truest, and often best, selves.",http://ia.media-imdb.com/images/M/MV5BMjkzNzQ2NDMyNl5BMl5BanBnXkFtZTgwMTY3MTcxMjE@._V1_SX300.jpg,R,19-Sep-14,103 min,This Is Where I Leave You,"This Is Where I Leave You has its moments, but given the amount of talent assembled onscreen, the rather pedestrian results can't help but feel like a letdown.",59,rotten,41,5.5,143,84,60,3.5,33529,movie,"Jonathan Tropper (screenplay), Jonathan Tropper (novel)",2014
Total_Recall,1,$18.1k,29-Aug-00,Rialto Pictures,http://www.rialtopictures.com/recall.html,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",Nominated for 2 Oscars. Another 7 wins & 13 nominations.,USA,Paul Verhoeven,"Action, Adventure, Sci-Fi",tt0100802,7.5,"214,122",English,57,Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie.,http://ia.media-imdb.com/images/M/MV5BMTc2MTU4ODI5MF5BMl5BanBnXkFtZTcwODI2MzAyOA@@._V1_SX300.jpg,R,1-Jun-90,113 min,Total Recall,"Under Paul Verhoeven's frenetic direction, Total Recall is a fast-paced rush of violence, gore, and humor that never slacks.",43,certified,84,7.3,51,8,78,3.3,242587,movie,"Philip K. Dick (short story &quot;We Can Remember It For You Wholesale&quot;), Ronald Shusett (screen story), Dan O'Bannon (screen story), Jon Povill (screen story), Ronald Shusett (screenplay), Dan O'Bannon (screenplay), Gary Goldman (screenplay)",1990
Transformers__Age_of_Extinction,0,$245.4M,30-Sep-14,Paramount Pictures,http://TransformersMovie.com,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz",5 wins & 21 nominations.,"USA, China",Michael Bay,"Action, Adventure, Sci-Fi",tt2109248,5.8,"198,564",English,32,"After the battle between the Autobots and Decepticons that leveled Chicago, humanity thinks that all alien robots are a threat. So Harold Attinger, a CIA agent, establishes a unit whose sole purpose is to hunt down all of them. But it turns out that they are aided by another alien robot who is searching for Optimus Prime. Cade Yeager, a &quot;robotics expert&quot;, buys an old truck and upon examining it, he thinks it's a Transformer. When he powers it up, he discovers it's Optimus Prime. Later, men from the unit show up looking for Optimus. He helps Yeager and his daughter Tessa escape but are pursued by the hunter. They escape and Yeager learns from technology he took from the men that a technology magnate and defense contractor named Joshua Joyce is part of what's going on, so they go to find out what's going on.",http://ia.media-imdb.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_SX300.jpg,PG-13,27-Jun-14,165 min,Transformers: Age of Extinction,"With the fourth installment in Michael Bay's blockbuster Transformers franchise, nothing is in disguise: Fans of loud, effects-driven action will find satisfaction, and all others need not apply.",32,rotten,18,3.9,180,148,52,3.3,221221,movie,Ehren Kruger,2014
V_for_Vendetta,0,$70.5M,1-Aug-06,Warner Bros. Pictures,http://vforvendetta.warnerbros.com/,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry",5 wins & 20 nominations.,"USA, UK, Germany",James McTeigue,"Action, Drama, Thriller",tt0434409,8.2,"675,152",English,62,"Tells the story of Evey Hammond and her unlikely but instrumental part in bringing down the fascist government that has taken control of a futuristic Great Britain. Saved from a life-and-death situation by a man in a Guy Fawkes mask who calls himself V, she learns a general summary of V's past and, after a time, decides to help him bring down those who committed the atrocities that led to Britain being in the shape that it is in.",http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,R,17-Mar-06,132 min,V for Vendetta,"Visually stunning and thought-provoking, V For Vendetta's political pronouncements may rile some, but its story and impressive set pieces will nevertheless entertain.",173,certified,73,6.8,238,65,90,3.9,899515,movie,"Andy Wachowski (screenplay), Lana Wachowski (screenplay), David Lloyd (graphic novel art)",2005
Welcome_to_Me,0,$2.5k,15-Jun-15,Alchemy,http://www.welcometomemovie.com/,"Kristen Wiig, Wes Bentley, Linda Cardellini, Joan Cusack",N/A,USA,Shira Piven,"Comedy, Drama",tt2788716,6.2,"1,700",English,67,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.",http://ia.media-imdb.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx._V1_SX300.jpg,R,1-May-15,105 min,Welcome to Me,A transfixing central performance by Kristen Wiig performance holds Welcome to Me together and compensates for its uneven stretches.,42,fresh,71,6.4,59,17,65,3.4,3798,movie,Eliot Laurence (screenplay),2014
Wild_Tales,0,$2.6M,16-Jun-15,Sony Pictures Classics,http://sonyclassics.com/wildtales/,"Dario Grandinetti, Maria Marull, Monica Villa, Rita Cortese",Nominated for 1 Oscar. Another 23 wins & 36 nominations.,"Argentina, Spain",Damian Szifron,"Comedy, Drama, Thriller",tt3011894,8.2,"30,439",Spanish,77,Six short stories involving distressed people.,http://ia.media-imdb.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_SX300.jpg,R,21-Aug-14,122 min,Wild Tales,"Wickedly hilarious and delightfully deranged, Wild Tales is a subversive satire that doubles as a uniformly entertaining anthology film.",101,certified,95,8,106,5,94,4.3,7251,movie,Damian Szifran,2014
