BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
N/A,19-Mar-02,Newmarket Film Group,http://www.donniedarko.com,"Jake Gyllenhaal, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase",11 wins & 13 nominations.,USA,Richard Kelly,"Drama, Mystery, Sci-Fi",tt0246578,8.1,"504,258",English,71,"Donnie Darko doesn't get along too well with his family, his teachers and his classmates; but he does manage to find a sympathetic friend in Gretchen, who agrees to date him. He has a compassionate psychiatrist, who discovers hypnosis is the means to unlock hidden secrets. His other companion may not be a true ally. Donnie has a friend named Frank - a large bunny which only Donnie can see. When an engine falls off a plane and destroys his bedroom, Donnie is not there. Both the event, and Donnie's escape, seem to have been caused by supernatural events. Donnie's mental illness, if such it is, may never allow him to find out for sure.",http://ia.media-imdb.com/images/M/MV5BMTczMzE4Nzk3N15BMl5BanBnXkFtZTcwNDg5Mjc4NA@@._V1_SX300.jpg,R,30-Jan-02,113 min,Donnie Darko,"Richard Kelly's debut feature Donnie Darko is a daring, original vision, packed with jarring ideas and intelligence and featuring a remarkable performance from Jake Gyllenhaal as the troubled title character.",92,certified,85,7.5,108,16,80,3.1,30980074,movie,Richard Kelly,2001
$35.1M,31-Jan-12,FilmDistrict,http://www.drive-movie.com/,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",Nominated for 1 Oscar. Another 78 wins & 124 nominations.,USA,Nicolas Winding Refn,"Crime, Drama",tt0780504,7.8,"384,423","English, Spanish",78,"A mysterious man who has multiple jobs as a garage mechanic, a Hollywood stuntman and a getaway driver seems to be trying to escape his shady past as he falls for his neighbor - whose husband is in prison and who's looking after her child alone. Meanwhile, his garage mechanic boss is trying to set up a race team using gangland money, which implicates our driver as he is to be used as the race team's main driver. Our hero gets more than he bargained for when he meets the man who is married to the woman he loves.",http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,R,16-Sep-11,100 min,Drive,"With its hyper-stylized blend of violence, music, and striking imagery, Drive represents a fully realized vision of arthouse action.",220,certified,93,8.3,237,17,78,3.9,112460,movie,"Hossein Amini (screenplay), James Sallis (book)",2011
N/A,5-Jul-06,Mitropoulos Films,http://www.elsayfred.com/,"Manuel Alexandre, China Zorrilla, Blanca Portillo, Jose Angel Egido",9 wins & 7 nominations.,"Argentina, Spain",Marcos Carnevale,"Comedy, Drama, Romance",tt0453047,7.6,"2,556","Spanish, Italian, English",52,"When the retired seventy-seven years old hypochondriac widower Fred moves to an apartment in Madrid, his temperamental daughter Cuca has an incident with his next door neighbor, the elder Argentinean Elsa. Later, they meet each other and Elsa seduces Fred with her reckless behavior and view of life and they have a romance.",http://ia.media-imdb.com/images/M/MV5BMTQxMTAzNDA4NV5BMl5BanBnXkFtZTcwOTQ2MTU0MQ@@._V1_SX300.jpg,PG,28-Jul-05,108 min,Elsa & Fred,"Boosted by charming performances by the octogenarian leads, Elsa and Fred overcomes its schmaltzy premise to make for a satisfying romantic tale.",16,rotten,53,5.6,30,14,93,4.4,5313,movie,"Marcos Carnevale, Marcela Guerty, Lily Ann Martin",2005
N/A,N/A,N/A,N/A,"Ahmed Helmy, Hani Adel, Kinda Allouch, Ahmed Dash",N/A,Egypt,Amr Salama,Comedy,tt3510372,8,"1,761",Arabic,N/A,A Christian kid suddenly is forced to go to a public school after his father dies and because of a misunderstanding everyone thinks that he's a Muslim.,http://ia.media-imdb.com/images/M/MV5BMTc4MDYxMjE5OV5BMl5BanBnXkFtZTgwOTA0NjgxMTE@._V1_SX300.jpg,N/A,22-Jan-14,99 min,Excuse My French,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,2.9,7,movie,Amr Salama,2014
N/A,N/A,N/A,N/A,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul",4 nominations.,"UK, USA, Spain",Ridley Scott,"Action, Adventure, Drama",tt2190984,6.1,"81,921",English,52,"Epic adventure Exodus: Gods and Kings is the story of one man's daring courage to take on the might of an empire. Using state of the art visual effects and 3D immersion, Scott brings new life to the story of the defiant leader Moses as he rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,PG-13,12-Dec-14,150 min,Exodus: Gods and Kings,N/A,50,N/A,35,4.9,185,135,35,2.8,59795,movie,"Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian",2014
N/A,29-Jun-99,Warner Bros.,N/A,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey",Nominated for 1 Oscar. Another 9 wins & 7 nominations.,"UK, USA",Stanley Kubrick,"Drama, War",tt0093058,8.3,"407,630","English, Vietnamese",78,"A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.",http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_SX300.jpg,R,10-Jul-87,116 min,Full Metal Jacket,"Intense, tightly constructed, and darkly comic at times, Stanley Kubrick's Full Metal Jacket may not boast the most original of themes, but it is exceedingly effective at communicating them.",68,certified,94,8.4,72,4,94,4.1,320581,movie,"Gustav Hasford (novel), Stanley Kubrick (screenplay), Michael Herr (screenplay), Gustav Hasford (screenplay)",1987
$22.4k,20-May-14,Magnet Releasing,http://www.magnetreleasing.com/grandpiano/,"Elijah Wood, John Cusack, Kerry Bishe, Tamsin Egerton",5 wins & 12 nominations.,Spain,Eugenio Mira,"Music, Mystery, Thriller",tt2039345,5.9,"10,006",English,61,"During his comeback performance, a pianist who suffers from stage fright finds a note &quot;play one note wrong, and you die&quot;.",http://ia.media-imdb.com/images/M/MV5BMjEyNzkwMDMxM15BMl5BanBnXkFtZTgwOTM0MzE4MDE@._V1_SX300.jpg,R,25-Oct-13,90 min,Grand Piano,Grand Piano is so tense in its best moments -- and appealingly strange overall -- that it remains rewarding in spite of its flaws.,44,certified,77,6.5,57,13,48,3.1,9282,movie,Damien Chazelle,2013
N/A,N/A,N/A,N/A,"Carolien Spoor, Yannick van de Velde, Kiki van Deursen, Robert de Hoog",1 nomination.,Netherlands,Jon Karthaus,Comedy,tt3851324,6,284,Dutch,N/A,"After they accidentally get involved in a messy drugs conflict, four inept roommates need to sell 22 kilos of cocaine within a week to square things with the Russian mobsters they now owe money.",http://ia.media-imdb.com/images/M/MV5BMTY1MDIyMTg1MF5BMl5BanBnXkFtZTgwNDE3NjM4MzE@._V1_SX300.jpg,N/A,22-Jan-15,100 min,Homies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,3.3,6,movie,"Diederik Jekel (storyliner), Jon Karthaus",2015
N/A,21-Mar-00,TriStar Pictures,N/A,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins",Nominated for 5 Oscars. Another 5 wins & 12 nominations.,USA,Steven Spielberg,"Adventure, Comedy, Family",tt0102057,6.7,"163,138",English,52,"Peter Pan (Williams) has grown up to be a cut-throat merger and acquisitions lawyer, and is married to Wendy's granddaughter. Captain Hook (Hoffman) kidnaps his children, and Peter returns to Never Land with Tinkerbell (Roberts). With the help of her and the Lost Boys, he must remember how to be Peter Pan again in order to save his children by battling with Captain Hook once again.",http://ia.media-imdb.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1_SX300.jpg,PG,11-Dec-91,142 min,Hook,"The look of Hook is lively indeed but Steven Spielberg directs on autopilot here, giving in too quickly to his sentimental, syrupy qualities.",12,rotten,30,4.4,40,28,76,3.3,729059,movie,"J.M. Barrie (books), J.M. Barrie (play), James V. Hart (screen story), Nick Castle (screen story), James V. Hart (screenplay), Malia Scotch Marmo (screenplay)",1991
$148.3M,29-Jan-13,Sony Pictures,http://www.welcometohotelt.com/,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,USA,Genndy Tartakovsky,"Animation, Comedy, Family",tt0837562,7.1,"126,440",English,47,"In 1895, Dracula builds a resort in Transylvania, hidden from the humans, to raise his beloved daughter Mavis in a safe environment. In the present, the place is the Hotel Transylvania, where monsters bring their families to vacation far from the frightening humans. Dracula invites his friends - Frankenstein and his wife Eunice; Wayne and Wanda, the werewolves; Griffin, the invisible man; Murray, the mummy; Bigfoot, among others - to celebrate the 118th birthday of Mavis. When the party is ready to start, the 21-year-old Jonathan is walking through the forest and stumbles upon the hotel. Dracula sees Jonathan and disguises him as a monster to hide Jonathan from the guests. But Mavis also sees Jonathan and Dracula forces him to pose as a monster. Soon Mavis believes that Jonathan is the &quot;zing&quot; of her life despite the advice of her father about humans.",http://ia.media-imdb.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg,PG,28-Sep-12,91 min,Hotel Transylvania,"Hotel Transylvania's buoyant, giddy tone may please children, but it might be a little too loud and thinly-scripted for older audiences.",62,rotten,44,5.4,140,78,72,3.9,147612,movie,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)",2012
N/A,28-Apr-15,Warner Bros. Pictures,http://inherentvicemovie.com/,"Joanna Newsom, Katherine Waterston, Joaquin Phoenix, Jordan Christian Hearn",Nominated for 2 Oscars. Another 27 wins & 59 nominations.,USA,Paul Thomas Anderson,"Crime, Drama, Mystery",tt1791528,6.9,"31,755","English, Japanese",81,"During the psychedelic 60s and 70s Larry &quot;Doc&quot; Sportello is surprised by his former girlfriend and her plot for her billionaire boyfriend, his wife, and her boyfriend. A plan for kidnapping gets shaken up by the oddball characters entangled in this groovy kidnapping romp based upon the novel by Thomas Pynchon.",http://ia.media-imdb.com/images/M/MV5BMjI2ODQ2NzUwMl5BMl5BanBnXkFtZTgwNjU3NTE4MjE@._V1_SX300.jpg,R,9-Jan-15,148 min,Inherent Vice,"Inherent Vice may prove frustrating for viewers who demand absolute coherence, but it does justice to its acclaimed source material -- and should satisfy fans of director P.T. Anderson.",146,fresh,73,7.1,201,55,55,3.2,28326,movie,"Paul Thomas Anderson (written for the screen by), Thomas Pynchon (based on the novel by)",2014
N/A,31-Mar-15,Paramount Pictures,http://www.InterstellarMovie.com/,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",Won 1 Oscar. Another 32 wins & 93 nominations.,"USA, UK, Canada",Christopher Nolan,"Adventure, Sci-Fi",tt0816692,8.7,"573,918",English,74,"In the near future, Earth has been devastated by drought and famine, causing a scarcity in food and extreme changes in climate. When humanity is facing extinction, a mysterious rip in the space-time continuum is discovered, giving mankind the opportunity to widen its lifespan. A group of explorers must travel beyond our solar system in search of a planet that can sustain life. The crew of the Endurance are required to think bigger and go further than any human in history as they embark on an interstellar voyage into the unknown. Coop, the pilot of the Endurance, must decide between seeing his children again and the future of the human race.",http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg,PG-13,7-Nov-14,169 min,Interstellar,"Interstellar represents more of the thrilling, thought-provoking, and visually resplendent filmmaking moviegoers have come to expect from writer-director Christopher Nolan, even if its intellectual reach somewhat exceeds its grasp.",206,certified,72,7,286,80,86,4.2,156330,movie,"Jonathan Nolan, Christopher Nolan",2014
$18.2M,4-Mar-08,Paramount Vantage,http://www.intothewild.com/,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone",Nominated for 2 Oscars. Another 26 wins & 84 nominations.,USA,Sean Penn,"Adventure, Biography, Drama",tt0758758,8.2,"356,883","English, Danish",73,"Based on a true story. After graduating from Emory University, top student and athlete Christopher McCandless abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters who shape his life.",http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg,R,19-Oct-07,148 min,Into the Wild,"With his sturdy cast and confident direction, Sean Penn has turned a complex work of non-fiction like Into the Wild into an accessible and poignant character study.",158,certified,82,7.5,192,34,89,4.1,176631,movie,"Sean Penn (screenplay), Jon Krakauer (book)",2007
$128.0M,23-Mar-15,Walt Disney Pictures,http://movies.disney.com/into-the-woods/,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",Nominated for 3 Oscars. Another 9 wins & 52 nominations.,"USA, UK, Canada",Rob Marshall,"Adventure, Fantasy, Musical",tt2180411,6.1,"65,922",English,69,"Into the Woods is a modern twist on the beloved Brothers Grimm fairy tales in a musical format that follows the classic tales of Cinderella, Little Red Riding Hood, Jack and the Beanstalk, and Rapunzel-all tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them.",http://ia.media-imdb.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,PG,25-Dec-14,125 min,Into the Woods,"On the whole, this Disney adaptation of the Sondheim classic sits comfortably at the corner of Hollywood and Broadway -- even if it darkens to its detriment in the final act.",134,fresh,71,6.6,189,55,51,3.2,91387,movie,"James Lapine (screenplay), James Lapine (musical), Stephen Sondheim (musical)",2014
$57.8M,19-Dec-06,Buena Vista,http://www.invincible.movies.com,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway",2 nominations.,USA,Ericson Core,"Biography, Drama, Sport",tt0445990,7.1,"45,062",English,63,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",http://ia.media-imdb.com/images/M/MV5BMjA1NjI2ODA5MF5BMl5BanBnXkFtZTcwNjMyMTMzMQ@@._V1_SX300.jpg,PG,25-Aug-06,105 min,Invincible,"As simple and authentic as the gritty South Philly invirons in which it's set in, Invincible sends a uplifting and heartfelt message packed with an athletic enthusiasm that shouldn't be missed.",94,fresh,71,6.4,132,38,73,3.6,86937,movie,Brad Gann,2006
$80.0M,7-May-13,Paramount Pictures,http://www.jackreachermovie.com/,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",1 win & 4 nominations.,USA,Christopher McQuarrie,"Action, Mystery, Thriller",tt0790724,7,"193,750",English,50,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But instead of confessing, the accused man writes the words, &quot;Get Jack Reacher.&quot; Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,PG-13,21-Dec-12,130 min,Jack Reacher,Jack Reacher is an above-average crime thriller with a smoothly charismatic performance from Tom Cruise.,104,fresh,62,6.2,169,65,67,3.6,113583,movie,"Lee Child (based on the book &quot;One Shot&quot; by), Christopher McQuarrie (written for the screen by)",2012
N/A,24-Jun-97,TriStar Pictures,N/A,"Tom Cruise, Cuba Gooding Jr., Renee Zellweger, Kelly Preston",Won 1 Oscar. Another 27 wins & 25 nominations.,USA,Cameron Crowe,"Comedy, Drama, Romance",tt0116695,7.3,"169,021","English, American Sign Language",77,"Jerry Maguire (Tom Cruise) is a successful sports agent. The biggest clients, the respect, a beautiful fiancee, he has it all. Until one night he questions his purpose. His place in the world, and finally comes to terms with what's wrong with his career and life. Recording all his thoughts in a mission statement Jerry feels he has a new lease on life. Unfortunately his opinions aren't met with enthusiasm from his superiors and after dishonorably being stripped of his high earning clients and elite status within the agency Jerry steps out into the sports business armed with only one volatile client (Cuba Gooding Jr.) and the only person with belief in his abilities (Renee Zellweger) with the impossible task of rebuilding what he once had. Along the way he faces the harsh truths which he'd ignored in the past and a host of hardships that he'd never faced before.",http://ia.media-imdb.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_SX300.jpg,R,13-Dec-96,139 min,Jerry Maguire,"Anchored by dazzling performances from Tom Cruise, Cuba Gooding Jr., and Renee Zellweger, as well as Cameron Crowe's tender direction, Jerry Maguire meshes romance and sports with panache.",50,certified,85,7.4,59,9,79,3.3,440598,movie,Cameron Crowe,1996
